imdb_id,title,runtime,overview,rated,imdb_votes,popularity,imdb_rating,rotten_tomatoes_rating,metacritic_rating,budget,revenue,financial_success,star_1,star_2,star_3,genre_1,genre_2,genre_3,director_1,director_2,release_year,outcome
tt0102782,Return to the Blue Lagoon,102 min,"In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.",PG-13,"21,804",35.51,5.2,0.0,28.0,11000000,2807854,False,Brian Krause, Milla Jovovich, Lisa Pelikan,Adventure, Drama, Romance,William A. Graham,,1991,False
tt0357277,Elektra,97 min,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",PG-13,"99,510",28.324,4.7,11.0,34.0,43000000,56681566,True,Jennifer Garner, Goran Visnjic, Will Yun Lee,Action, Adventure, Crime,Rob Bowman,,2005,False
tt10366460,CODA,111 min,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",PG-13,"168,787",34.329,8.0,94.0,72.0,10000000,1905058,False,Emilia Jones, Marlee Matlin, Troy Kotsur,Comedy, Drama, Music,Sian Heder,,2021,False
tt0109254,Beverly Hills Cop III,104 min,"When his boss is killed, Detroit cop Axel Foley finds evidence that the murderer had ties to a California amusement park called Wonder World. Returning to sunny Beverly Hills once more, Foley reunites with Detective Billy Rosewood to solve the case. Along with Billy's new partner, Detective Jon Flint, they discover that Wonder World is being used as a front for a massive counterfeiting ring.",R,"94,824",29.812,5.5,10.0,16.0,50000000,119208989,True,Eddie Murphy, Jon Tenney, Joey Travolta,Action, Comedy, Crime,John Landis,,1994,False
tt1335975,47 Ronin,128 min,"Kai—an outcast—joins Oishi, the leader of 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honour to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",PG-13,"172,763",35.393,6.2,16.0,28.0,175000000,151783839,False,Keanu Reeves, Hiroyuki Sanada, Kô Shibasaki,Action, Drama, Fantasy,Carl Rinsch,,2013,False
tt0421239,Red Eye,85 min,"A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father, she is pulled into a plot to assist her captor in offing a politician.",PG-13,"146,780",26.059,6.5,80.0,71.0,26000000,57891803,True,Rachel McAdams, Cillian Murphy, Brian Cox,Thriller,,,Wes Craven,,2005,True
tt0120082,Scream 2,120 min,"Two years after the first series of murders, as Sidney Prescott acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",R,"212,529",35.373,6.3,81.0,63.0,24000000,172363301,True,Neve Campbell, Courteney Cox, David Arquette,Horror, Mystery,,Wes Craven,,1997,True
tt0162661,Sleepy Hollow,105 min,"Skeptical young detective Ichabod Crane gets transferred to the hamlet of Sleepy Hollow, New York, where he is tasked with investigating the decapitations of three people – murders the townsfolk attribute to a legendary specter, The Headless Horseman.",R,"387,070",36.306,7.3,70.0,65.0,100000000,206100000,True,Johnny Depp, Christina Ricci, Miranda Richardson,Fantasy, Horror, Mystery,Tim Burton,,1999,True
tt0455499,Garfield: A Tail of Two Kitties,82 min,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.",PG,"47,902",35.356,5.0,12.0,37.0,60000000,141700000,True,Breckin Meyer, Jennifer Love Hewitt, Billy Connolly,Adventure, Comedy, Family,Tim Hill,,2006,False
tt7979580,The Mitchells vs. the Machines,114 min,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",PG,"129,367",32.064,7.6,97.0,81.0,75000000,0,False,Abbi Jacobson, Danny McBride, Maya Rudolph,Animation, Adventure, Comedy,Michael Rianda, Jeff Rowe,2021,False
tt5719748,Cold Pursuit,119 min,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",R,"79,046",27.301,6.2,68.0,57.0,60000000,76419755,True,Liam Neeson, Laura Dern, Micheál Neeson,Action, Comedy, Crime,Hans Petter Moland,,2019,False
tt0024216,King Kong,187 min,"Adventurous filmmaker Carl Denham sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll, they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to be displayed on Broadway as King Kong, the eighth wonder of the world.",PG-13,"450,819",25.035,7.2,84.0,81.0,672000,10000000,True,Naomi Watts, Jack Black, Adrien Brody,Action, Adventure, Romance,Peter Jackson,,1933,True
tt8009428,Hustle,117 min,"After discovering a once-in-a-lifetime player with a rocky past abroad, a down on his luck basketball scout takes it upon himself to bring the phenom to the States without his team's approval. Against the odds, they have one final shot to prove they have what it takes to make it in the NBA.",R,"147,456",35.217,7.3,93.0,68.0,0,0,False,Adam Sandler, Queen Latifah, Juancho Hernangomez,Comedy, Drama, Sport,Jeremiah Zagar,,2022,False
tt0095742,A Nightmare on Elm Street 4: The Dream Master,93 min,"Freddy Krueger is resurrected from his apparent demise, and rapidly tracks down and kills the remainder of the Elm Street kids. However, Kristen, who can draw others into her dreams, wills her special ability to her new friend, Alice.",R,"62,563",23.779,5.6,57.0,56.0,6500000,49369899,True,Robert Englund, Rodney Eastman, John Beckman,Horror,,,Renny Harlin,,1988,False
tt0082418,Friday the 13th Part 2,87 min,"Five years after the horrible bloodbath at Camp Crystal Lake, new counselors roam the area, not sensing the ominous lurking presence that proves that the grisly legend is real.",R,"79,079",31.028,6.1,33.0,26.0,1250000,21722776,True,Betsy Palmer, Amy Steel, John Furey,Horror, Mystery, Thriller,Steve Miner,,1981,False
tt0367027,Shortbus,101 min,"In post-9/11 New York City, an eclectic group of citizens find their lives entangled, personally, romantically, and sexually, at Shortbus, an underground Brooklyn salon infamous for its blend of art, music, politics, and carnality.",Not Rated,"35,652",27.529,6.4,69.0,64.0,2000000,5557564,True,Sook-Yin Lee, Peter Stickles, PJ DeBoy,Comedy, Drama, Romance,John Cameron Mitchell,,2006,True
tt0114148,Pocahontas,81 min,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",G,"205,271",42.524,6.7,53.0,58.0,55000000,346100000,True,Mel Gibson, Linda Hunt, Christian Bale,Animation, Adventure, Drama,Mike Gabriel, Eric Goldberg,1995,False
tt4361050,Ouija: Origin of Evil,99 min,"In 1967 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",PG-13,"75,431",25.027,6.2,83.0,65.0,9000000,81700000,True,Elizabeth Reaser, Lulu Wilson, Annalise Basso,Drama, Horror, Mystery,Mike Flanagan,,2016,True
tt15268244,Joy Ride,97 min,"When Audrey's business trip to Asia goes sideways, she enlists the aid of Lolo, her irreverent, childhood best friend who also happens to be a hot mess; Kat, her college friend turned Chinese soap star; and Deadeye, Lolo's eccentric cousin. Their no-holds-barred, epic experience becomes a journey of bonding, friendship, belonging, and wild debauchery that reveals the universal truth of what it means to know and love who you are.",R,"77,134",35.109,6.6,74.0,75.0,20000000,15800000,False,Steve Zahn, Paul Walker, Leelee Sobieski,Action, Mystery, Thriller,John Dahl,,2023,False
tt0114898,Waterworld,135 min,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland'—which is tattooed on Enola's back.",PG-13,"212,858",28.757,6.3,47.0,56.0,175000000,264218220,True,Kevin Costner, Jeanne Tripplehorn, Dennis Hopper,Action, Adventure, Sci-Fi,Kevin Reynolds,,1995,False
tt0406375,Zathura: A Space Adventure,101 min,"After their father is called into work, two young boys, Walter and Danny, are left in the care of their teenage sister, Lisa, and told they must stay inside. Walter and Danny, who anticipate a boring day, are shocked when they begin playing Zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. With the help of an astronaut, the boys attempt to return home.",PG,"116,886",37.007,6.3,76.0,67.0,65000000,65079104,True,Josh Hutcherson, Jonah Bobo, Dax Shepard,Action, Adventure, Comedy,Jon Favreau,,2005,True
tt0092644,Beverly Hills Cop II,103 min,"Axel Foley returns to the land of sunshine and palm trees to investigate the near-fatal shooting of police Captain Andrew Bogomil. With the help of Sgt. Taggart and Det. Rosewood, they soon uncover that the shooting is associated with a series of ""alphabet"" robberies masterminded by a heartless weapons kingpin—and the chase is on.",R,"139,487",35.023,6.6,49.0,48.0,28000000,299965036,True,Eddie Murphy, Judge Reinhold, Jürgen Prochnow,Action, Comedy, Crime,Tony Scott,,1987,False
tt19623240,Winnie the Pooh: Blood and Honey,84 min,"Christopher Robin is headed off to college and he has abandoned his old friends, Pooh and Piglet, which then leads to the duo embracing their inner monsters.",Not Rated,"30,647",34.986,2.9,3.0,16.0,100000,7700000,True,Nikolai Leon, Maria Taylor, Natasha Rose Mills,Horror,,,Rhys Frake-Waterfield,,2023,False
tt0103874,Bram Stoker's Dracula,128 min,"In 19th century England, Count Dracula travels to London and meets Mina Harker, a young woman who appears as the reincarnation of his lost love.",R,"242,608",34.978,7.4,74.0,57.0,40000000,215862692,True,Gary Oldman, Winona Ryder, Anthony Hopkins,Fantasy, Horror, Romance,Francis Ford Coppola,,1992,False
tt0432283,Fantastic Mr. Fox,87 min,"The Fantastic Mr. Fox, bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",PG,"275,156",34.976,7.9,93.0,83.0,40000000,46471023,True,George Clooney, Meryl Streep, Bill Murray,Animation, Adventure, Comedy,Wes Anderson,,2009,True
tt0944835,Salt,100 min,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a Russian defector accuses her of being a Russian sleeper spy. She goes on the run, using all her skills and years of experience as a covert operative to elude capture, protect her husband, and stay one step ahead of her colleagues at the CIA. Her efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",PG-13,"331,954",31.745,6.5,62.0,65.0,110000000,293329073,True,Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor,Action, Thriller,,Phillip Noyce,,2010,True
tt1037705,The Book of Eli,118 min,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",R,"343,131",34.941,6.8,47.0,53.0,80000000,157107755,True,Denzel Washington, Mila Kunis, Ray Stevenson,Action, Adventure, Drama,Albert Hughes, Allen Hughes,2010,False
tt0111257,Speed,116 min,"Jack Traven, an LAPD cop on SWAT detail, and veteran SWAT officer Harry Temple thwart an extortionist-bomber's scheme for a $3 million ransom. As they corner the bomber, he flees and detonates a bomb vest, seemingly killing himself. Weeks later, Jack witnesses a mass transit city bus explode and nearby a pay phone rings. On the phone is that same bomber looking for vengeance and the money he's owed. He gives a personal challenge to Jack: a bomb is rigged on another city bus - if it slows down below 50 mph, it will explode - bad enough any day, but a nightmare in LA traffic. And that's just the beginning...",R,"396,875",42.989,7.3,95.0,78.0,30000000,350448145,True,Keanu Reeves, Dennis Hopper, Sandra Bullock,Action, Adventure, Thriller,Jan de Bont,,1994,True
tt0108308,Teenage Mutant Ninja Turtles III,96 min,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",PG,"36,819",34.486,4.8,19.0,40.0,21000000,42273609,True,Elias Koteas, Paige Turco, Stuart Wilson,Action, Adventure, Comedy,Stuart Gillard,,1993,False
tt0949731,The Happening,91 min,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore and his wife Alma flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister?",R,"218,709",31.987,5.0,18.0,34.0,60000000,163403799,True,Mark Wahlberg, Zooey Deschanel, John Leguizamo,Adventure, Drama, Sci-Fi,M. Night Shyamalan,,2008,False
tt0432348,Saw II,93 min,"The chilling and relentless Jigsaw killer returns to terrorize the city once again. When a gruesome murder victim emerges with unmistakable traces of Jigsaw's sinister methods, Detective Eric Matthews is thrust into a high-stakes investigation. To his surprise, apprehending Jigsaw seems almost too easy, but what he doesn't realize is that being caught is merely another piece of Jigsaw's intricate puzzle.",R,"279,911",34.89,6.6,37.0,40.0,4000000,147748505,True,Donnie Wahlberg, Beverley Mitchell, Franky G,Horror, Mystery,,Darren Lynn Bousman,,2005,False
tt0105695,Unforgiven,130 min,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",R,"440,876",34.887,8.2,96.0,85.0,14400000,159157447,True,Clint Eastwood, Gene Hackman, Morgan Freeman,Drama, Western,,Clint Eastwood,,1992,True
tt0952640,Alvin and the Chipmunks,92 min,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.",PG,"96,338",39.733,5.2,29.0,39.0,60000000,361366633,True,Jason Lee, Ross Bagdasarian Jr., Janice Karman,Adventure, Comedy, Family,Tim Hill,,2007,False
tt0323642,Piglet's Big Movie,75 min,"When the gang from the Hundred Acre Wood begin a honey harvest, young Piglet is excluded and told that he is too small to help. Feeling inferior, Piglet disappears and his pals Eeyore, Rabbit, Tigger, Roo and Winnie the Pooh must use Piglet's scrapbook as a map to find him. In the process they discover that this very small animal has been a big hero in a lot of ways.",G,"8,825",34.87,6.1,70.0,62.0,46000000,62870546,True,John Fiedler, Jim Cummings, Ken Sansom,Animation, Adventure, Comedy,Francis Glebas,,2003,True
tt4532826,Robin Hood,140 min,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,PG-13,"285,230",34.828,6.6,44.0,53.0,100000000,86493046,False,Russell Crowe, Cate Blanchett, Matthew Macfadyen,Action, Adventure, Drama,Ridley Scott,,2018,False
tt0116367,From Dusk Till Dawn,108 min,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.",R,"344,658",34.823,7.2,63.0,48.0,19000000,25800000,True,Harvey Keitel, George Clooney, Juliette Lewis,Action, Crime, Horror,Robert Rodriguez,,1996,False
tt7634968,What Men Want,117 min,"Magically able to hear what men are thinking, a sports agent uses her newfound ability to turn the tables on her overbearing male colleagues.",R,"32,522",34.809,5.4,41.0,49.0,20000000,69766483,True,Taraji P. Henson, Kristen Ledlow, Josh Brener,Comedy, Fantasy, Romance,Adam Shankman,,2019,False
tt0230011,Atlantis: The Lost Empire,95 min,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea. The underwater expedition takes an unexpected turn when the team's mission must switch from exploring Atlantis to protecting it.",PG,"136,158",34.768,6.9,49.0,52.0,120000000,186053725,True,Michael J. Fox, Jim Varney, Corey Burton,Animation, Action, Adventure,Gary Trousdale, Kirk Wise,2001,False
tt0095444,Killer Klowns from Outer Space,88 min,Aliens disguised as clowns crash land on Earth in a rural town to capture unsuspecting victims in cotton candy cocoons for later consumption.,PG-13,"46,831",34.759,6.2,78.0,43.0,1800000,43625095,True,Grant Cramer, Suzanne Snyder, John Allen Nelson,Comedy, Horror, Sci-Fi,Stephen Chiodo,,1988,False
tt0101921,Fried Green Tomatoes,130 min,"Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.",PG-13,"84,945",32.711,7.7,76.0,64.0,11000000,119400000,True,Kathy Bates, Jessica Tandy, Mary Stuart Masterson,Drama,,,Jon Avnet,,1991,True
tt0413099,Evan Almighty,96 min,"Junior congressman Evan Baxter, whose wish is to ""change the world"" is heard by none other than God. When God appears with the perplexing request to build an ark, Evan is sure he is losing it.",PG,"156,391",34.741,5.4,24.0,37.0,175000000,174400000,False,Steve Carell, Morgan Freeman, Lauren Graham,Comedy, Family, Fantasy,Tom Shadyac,,2007,False
tt9061402,Down,144 min,"A pair of coworkers gets trapped in an elevator over a long weekend, but what at first promises to be a romantic connection turns nefarious as each party begins to reveal who they truly are.",R,"427,864",34.737,7.7,77.0,74.0,1,0,False,Josh Hartnett, Ewan McGregor, Tom Sizemore,Action, Drama, History,Ridley Scott,,2019,False
tt2312718,Homefront,100 min,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter, Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",R,"132,079",44.213,6.5,42.0,40.0,22000000,51695362,True,Jason Statham, James Franco, Winona Ryder,Action, Crime, Thriller,Gary Fleder,,2013,False
tt0092890,Dirty Dancing,100 min,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",PG-13,"260,547",45.204,7.1,72.0,65.0,6000000,214577242,True,Patrick Swayze, Jennifer Grey, Jerry Orbach,Drama, Music, Romance,Emile Ardolino,,1987,True
tt0119468,Kiss the Girls,115 min,"Forensic psychologist and detective Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",R,"87,429",29.954,6.6,34.0,46.0,27000000,60527873,True,Morgan Freeman, Ashley Judd, Cary Elwes,Crime, Drama, Mystery,Gary Fleder,,1997,False
tt5439796,Logan Lucky,118 min,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",PG-13,"164,319",26.207,7.0,92.0,78.0,29000000,48453605,True,Channing Tatum, Adam Driver, Daniel Craig,Action, Comedy, Crime,Steven Soderbergh,,2017,True
tt0918940,The Legend of Tarzan,110 min,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",PG-13,"190,134",34.656,6.2,35.0,44.0,180000000,356743061,True,Alexander Skarsgård, Rory J Saper, Christian Stevens,Action, Adventure, Drama,David Yates,,2016,False
tt1219289,Limitless,105 min,The life of an unsuccessful writer is transformed by a top-secret 'smart drug' that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life.,PG-13,"617,553",34.654,7.4,68.0,59.0,27000000,161900000,True,Bradley Cooper, Anna Friel, Abbie Cornish,Sci-Fi, Thriller,,Neil Burger,,2011,False
tt12927864,Swingers,96 min,"Observational documentary unlocking the doors of Britain's hidden swinging scene via access to one of the country's most popular swinging clubs and candid interviews with the club's founder, staff and clientele.",R,"89,068",34.639,7.2,88.0,71.0,0,0,False,Vince Vaughn, Heather Graham, Jon Favreau,Comedy, Drama,,Doug Liman,,2020,False
tt0421073,Street Kings,109 min,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",R,"122,065",34.621,6.8,38.0,55.0,20000000,66500000,True,Keanu Reeves, Forest Whitaker, Hugh Laurie,Action, Crime, Thriller,David Ayer,,2008,False
tt0113198,A Goofy Movie,78 min,"An endearing modern-day story about how the lovable Goof bonds with his teenage son Max on a hilarious cross-country road trip. En route to the ol' fishing hole, they find themselves up to their floppy ears in misadventure!",G,"63,855",42.192,6.9,59.0,53.0,18000000,35348597,True,Bill Farmer, Jason Marsden, Jim Cummings,Animation, Adventure, Comedy,Kevin Lima,,1995,False
tt0082010,An American Werewolf in London,97 min,"American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body.",R,"122,229",34.607,7.5,89.0,55.0,10000000,31973249,True,David Naughton, Jenny Agutter, Joe Belcher,Comedy, Horror,,John Landis,,1981,False
tt2080374,Steve Jobs,122 min,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",R,"180,153",34.597,7.2,85.0,82.0,30000000,34400000,True,Michael Fassbender, Kate Winslet, Seth Rogen,Biography, Drama,,Danny Boyle,,2015,True
tt3522806,Mechanic: Resurrection,98 min,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",R,"95,016",33.443,5.7,31.0,38.0,40000000,125729635,True,Jason Statham, Jessica Alba, Tommy Lee Jones,Action, Adventure, Crime,Dennis Gansel,,2016,False
tt3450650,Paul Blart: Mall Cop 2,94 min,"Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",PG,"41,594",32.816,4.4,6.0,13.0,38000000,107597242,True,Kevin James, Raini Rodriguez, Eduardo Verástegui,Action, Comedy, Crime,Andy Fickman,,2015,False
tt3300542,London Has Fallen,99 min,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",R,"171,246",34.566,5.9,28.0,28.0,60000000,205754447,True,Gerard Butler, Aaron Eckhart, Morgan Freeman,Action, Thriller,,Babak Najafi,,2016,False
tt1488589,Guillermo del Toro's Pinocchio,117 min,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",PG,"115,164",28.962,7.6,28.0,79.0,35000000,0,False,Ewan McGregor, David Bradley, Gregory Mann,Animation, Adventure, Comedy,Guillermo del Toro, Mark Gustafson,2022,False
tt1628841,Independence Day: Resurgence,120 min,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",PG-13,"190,531",34.539,5.2,29.0,32.0,165000000,389681935,True,Liam Hemsworth, Jeff Goldblum, Bill Pullman,Action, Adventure, Sci-Fi,Roland Emmerich,,2016,False
tt1591095,Insidious,103 min,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",PG-13,"343,088",33.182,6.8,67.0,52.0,1500000,99870886,True,Patrick Wilson, Rose Byrne, Ty Simpkins,Horror, Mystery, Thriller,James Wan,,2011,False
tt0103074,Thelma & Louise,130 min,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",R,"176,224",34.51,7.6,86.0,88.0,16000000,45361000,True,Susan Sarandon, Geena Davis, Harvey Keitel,Adventure, Crime, Drama,Ridley Scott,,1991,True
tt0080339,Airplane!,88 min,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,PG,"264,452",34.49,7.7,97.0,78.0,3500000,83453539,True,Robert Hays, Julie Hagerty, Leslie Nielsen,Comedy,,,Jim Abrahams," David Zucker, Jerry Zucker",1980,True
tt2274648,Hellboy,122 min,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",PG-13,"353,976",42.932,6.8,81.0,72.0,50000000,55065289,True,Ron Perlman, Doug Jones, Selma Blair,Action, Adventure, Fantasy,Guillermo del Toro,,2019,True
tt0050086,3:10 to Yuma,122 min,"Dan Evans, a small time farmer, is hired to escort Ben Wade, a dangerous outlaw, to Yuma. As Evans and Wade wait for the 3:10 train to Yuma, Wade's gang is racing to free him.",R,"334,184",28.922,7.6,89.0,76.0,0,1850000,True,Russell Crowe, Christian Bale, Ben Foster,Action, Crime, Drama,James Mangold,,1957,True
tt1656190,Safe,94 min,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",R,"119,018",26.173,6.5,60.0,55.0,30000000,40300000,True,Jason Statham, Catherine Chan, Chris Sarandon,Action, Crime, Thriller,Boaz Yakin,,2012,False
tt11214590,House of Gucci,158 min,"When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately… murder.",R,"161,866",34.451,6.6,62.0,59.0,75000000,153235995,True,Lady Gaga, Adam Driver, Al Pacino,Biography, Crime, Drama,Ridley Scott,,2021,False
tt0057115,The Great Escape,172 min,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",Approved,"261,205",29.918,8.2,94.0,86.0,4000000,11700000,True,Steve McQueen, James Garner, Richard Attenborough,Adventure, Drama, Thriller,John Sturges,,1963,True
tt0375568,Astro Boy,94 min,"Set in the futuristic Metro City, Astro Boy (Atom) is a young robot with incredible powers created by a brilliant scientist in the image of the son he had lost. Unable to fulfill his creator's expectations, Astro embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before returning to save Metro City and reconcile with the father who rejected him.",PG,"40,330",34.431,6.2,51.0,53.0,10000000,19551067,True,Freddie Highmore, Nicolas Cage, Kristen Bell,Animation, Action, Adventure,David Bowers,,2009,False
tt0454945,She's the Man,105 min,"Viola Hastings is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",PG-13,"178,028",34.422,6.4,44.0,45.0,20000000,33900000,True,Amanda Bynes, Laura Ramsey, Channing Tatum,Comedy, Romance, Sport,Andy Fickman,,2006,False
tt0796302,The Babysitters,88 min,"Seventeen-year-old Shirley is a good student who works as a babysitter in order to make money for college. One night Michael, a father Shirley works for, confesses he's unhappy with married life. Shirley has a crush on Michael, and seizes this moment to kiss him. Michael is so happy he presents Shirley with a big tip, which gives her an idea. Shirley plans to make extra money by setting up her teenage friends with other unhappy fathers.",R,"12,964",30.162,5.6,35.0,35.0,0,44852,True,Lauren Birkell, Paul Borghese, Chira Cassel,Drama,,,David Ross,,2008,False
tt1078940,Couples Retreat,113 min,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.",R,"115,708",34.405,5.5,10.0,23.0,70000000,171844840,True,Vince Vaughn, Malin Akerman, Jon Favreau,Comedy,,,Peter Billingsley,,2009,False
